sequence,timestamp,process_pid,process_start_time,phase,delayed,rss_kib,pss_kib,pss_anon_kib,private_dirty_kib,anonymous_kib,swap_kib,docker_memory_usage_bytes,docker_memory_limit_bytes,has_docker_memory,vma_count,fd_count,socket_fd_count,thread_count,pid_count,cgroup_anon_bytes,cgroup_current_bytes,cgroup_memory_stat_anon,has_cgroup,has_cgroup_anon,oom_events,oom_kill_events,bgp_state,bgp_fsm_ticks,reconnect_count,has_rss,has_pss,has_pss_anon,has_private_dirty,has_anonymous,has_swap,has_thread_count,has_pid_count,has_fd_count,has_socket_fd_count,has_vma_count
0,2026-07-21T14:05:21.43882789+03:00,2095009,635887477,startup,false,0,0,0,0,0,0,1998848,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
1,2026-07-21T14:05:22.448782542+03:00,2095009,635887477,startup,false,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
2,2026-07-21T14:05:24.45566319+03:00,2095009,635887477,startup,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
3,2026-07-21T14:05:26.464846721+03:00,2095009,635887477,startup,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
4,2026-07-21T14:05:28.470712695+03:00,2095009,635887477,startup,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
5,2026-07-21T14:05:30.476855939+03:00,2095009,635887477,warmup,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
6,2026-07-21T14:05:32.484757779+03:00,2095009,635887477,warmup,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
7,2026-07-21T14:05:34.49127758+03:00,2095009,635887477,warmup,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
8,2026-07-21T14:05:36.497125414+03:00,2095009,635887477,warmup,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
9,2026-07-21T14:05:38.504131984+03:00,2095009,635887477,warmup,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
10,2026-07-21T14:05:40.513646312+03:00,2095009,635887477,baseline,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
11,2026-07-21T14:05:42.521346862+03:00,2095009,635887477,baseline,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
12,2026-07-21T14:05:44.527719347+03:00,2095009,635887477,baseline,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
13,2026-07-21T14:05:46.534241008+03:00,2095009,635887477,baseline,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
14,2026-07-21T14:05:48.541191256+03:00,2095009,635887477,baseline,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
15,2026-07-21T14:05:50.553347698+03:00,2095009,635887477,baseline,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
16,2026-07-21T14:05:52.560359452+03:00,2095009,635887477,baseline,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
17,2026-07-21T14:05:54.567729115+03:00,2095009,635887477,baseline,true,0,0,0,0,0,0,1732608,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
18,2026-07-21T14:05:56.573958291+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2273280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
19,2026-07-21T14:05:58.581611522+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2273280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
20,2026-07-21T14:06:00.589931053+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
21,2026-07-21T14:06:02.595805728+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
22,2026-07-21T14:06:04.603237822+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
23,2026-07-21T14:06:06.613348848+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
24,2026-07-21T14:06:08.620118312+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
25,2026-07-21T14:06:10.626812695+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
26,2026-07-21T14:06:12.633230666+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
27,2026-07-21T14:06:14.639404293+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
28,2026-07-21T14:06:16.645722585+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
29,2026-07-21T14:06:18.658725847+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
30,2026-07-21T14:06:20.667272836+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
31,2026-07-21T14:06:22.680191951+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
32,2026-07-21T14:06:24.687941741+03:00,2095009,635887477,stimulus,true,0,0,0,0,0,0,2203648,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
