sequence,timestamp,process_pid,process_start_time,phase,delayed,rss_kib,pss_kib,pss_anon_kib,private_dirty_kib,anonymous_kib,swap_kib,docker_memory_usage_bytes,docker_memory_limit_bytes,has_docker_memory,vma_count,fd_count,socket_fd_count,thread_count,pid_count,cgroup_anon_bytes,cgroup_current_bytes,cgroup_memory_stat_anon,has_cgroup,has_cgroup_anon,oom_events,oom_kill_events,bgp_state,bgp_fsm_ticks,reconnect_count,has_rss,has_pss,has_pss_anon,has_private_dirty,has_anonymous,has_swap,has_thread_count,has_pid_count,has_fd_count,has_socket_fd_count,has_vma_count
0,2026-07-21T16:42:18.461024517+03:00,2296829,636829181,startup,false,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
1,2026-07-21T16:42:19.470373225+03:00,2296829,636829181,startup,false,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
2,2026-07-21T16:42:21.477081762+03:00,2296829,636829181,startup,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
3,2026-07-21T16:42:23.485761227+03:00,2296829,636829181,startup,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
4,2026-07-21T16:42:25.491390318+03:00,2296829,636829181,startup,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
5,2026-07-21T16:42:27.499184496+03:00,2296829,636829181,warmup,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
6,2026-07-21T16:42:29.505252436+03:00,2296829,636829181,warmup,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
7,2026-07-21T16:42:31.51274329+03:00,2296829,636829181,warmup,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
8,2026-07-21T16:42:33.521148348+03:00,2296829,636829181,warmup,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
9,2026-07-21T16:42:35.52892538+03:00,2296829,636829181,warmup,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
10,2026-07-21T16:42:37.536171674+03:00,2296829,636829181,baseline,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
11,2026-07-21T16:42:39.543179657+03:00,2296829,636829181,baseline,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
12,2026-07-21T16:42:41.54940594+03:00,2296829,636829181,baseline,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
13,2026-07-21T16:42:43.555588235+03:00,2296829,636829181,baseline,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
14,2026-07-21T16:42:45.563241048+03:00,2296829,636829181,baseline,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
15,2026-07-21T16:42:47.569433586+03:00,2296829,636829181,baseline,true,0,0,0,0,0,0,1658880,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
