sequence,timestamp,process_pid,process_start_time,phase,delayed,rss_kib,pss_kib,pss_anon_kib,private_dirty_kib,anonymous_kib,swap_kib,docker_memory_usage_bytes,docker_memory_limit_bytes,has_docker_memory,vma_count,fd_count,socket_fd_count,thread_count,pid_count,cgroup_anon_bytes,cgroup_current_bytes,cgroup_memory_stat_anon,has_cgroup,has_cgroup_anon,oom_events,oom_kill_events,bgp_state,bgp_fsm_ticks,reconnect_count,has_rss,has_pss,has_pss_anon,has_private_dirty,has_anonymous,has_swap,has_thread_count,has_pid_count,has_fd_count,has_socket_fd_count,has_vma_count
0,2026-07-21T15:59:30.748773224+03:00,2240011,636572409,startup,false,0,0,0,0,0,0,1908736,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
1,2026-07-21T15:59:31.758805308+03:00,2240011,636572409,startup,false,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
2,2026-07-21T15:59:33.766157026+03:00,2240011,636572409,startup,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
3,2026-07-21T15:59:35.773276589+03:00,2240011,636572409,startup,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
4,2026-07-21T15:59:37.780039013+03:00,2240011,636572409,startup,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
5,2026-07-21T15:59:39.788012254+03:00,2240011,636572409,warmup,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
6,2026-07-21T15:59:41.800773403+03:00,2240011,636572409,warmup,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
7,2026-07-21T15:59:43.809096677+03:00,2240011,636572409,warmup,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
8,2026-07-21T15:59:45.816532809+03:00,2240011,636572409,warmup,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
9,2026-07-21T15:59:47.82560903+03:00,2240011,636572409,warmup,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
10,2026-07-21T15:59:49.832294473+03:00,2240011,636572409,baseline,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
11,2026-07-21T15:59:51.837537146+03:00,2240011,636572409,baseline,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
12,2026-07-21T15:59:53.844872772+03:00,2240011,636572409,baseline,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
13,2026-07-21T15:59:55.853254353+03:00,2240011,636572409,baseline,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
14,2026-07-21T15:59:57.864457772+03:00,2240011,636572409,baseline,true,0,0,0,0,0,0,1650688,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
