sequence,timestamp,process_pid,process_start_time,phase,delayed,rss_kib,pss_kib,pss_anon_kib,private_dirty_kib,anonymous_kib,swap_kib,docker_memory_usage_bytes,docker_memory_limit_bytes,has_docker_memory,vma_count,fd_count,socket_fd_count,thread_count,pid_count,cgroup_anon_bytes,cgroup_current_bytes,cgroup_memory_stat_anon,has_cgroup,has_cgroup_anon,oom_events,oom_kill_events,bgp_state,bgp_fsm_ticks,reconnect_count,has_rss,has_pss,has_pss_anon,has_private_dirty,has_anonymous,has_swap,has_thread_count,has_pid_count,has_fd_count,has_socket_fd_count,has_vma_count
0,2026-07-21T10:39:53.864753121+03:00,1654037,634654717,startup,false,0,0,0,0,0,0,1904640,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
1,2026-07-21T10:39:54.874658858+03:00,1654037,634654717,startup,false,0,0,0,0,0,0,1904640,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
2,2026-07-21T10:39:56.881512355+03:00,1654037,634654717,startup,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
3,2026-07-21T10:39:58.888757368+03:00,1654037,634654717,startup,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
4,2026-07-21T10:40:00.893774741+03:00,1654037,634654717,startup,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
5,2026-07-21T10:40:02.901203096+03:00,1654037,634654717,warmup,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
6,2026-07-21T10:40:04.907935078+03:00,1654037,634654717,warmup,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
7,2026-07-21T10:40:06.914655301+03:00,1654037,634654717,warmup,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
8,2026-07-21T10:40:08.92283121+03:00,1654037,634654717,warmup,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
9,2026-07-21T10:40:10.930888546+03:00,1654037,634654717,warmup,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
10,2026-07-21T10:40:12.935545599+03:00,1654037,634654717,baseline,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
11,2026-07-21T10:40:14.943501336+03:00,1654037,634654717,baseline,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
12,2026-07-21T10:40:16.959266664+03:00,1654037,634654717,baseline,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
13,2026-07-21T10:40:18.965476922+03:00,1654037,634654717,baseline,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
14,2026-07-21T10:40:20.971286103+03:00,1654037,634654717,baseline,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
15,2026-07-21T10:40:22.976978177+03:00,1654037,634654717,baseline,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
16,2026-07-21T10:40:24.983521674+03:00,1654037,634654717,baseline,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
17,2026-07-21T10:40:26.990532946+03:00,1654037,634654717,baseline,true,0,0,0,0,0,0,1662976,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
18,2026-07-21T10:40:28.996720797+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,3055616,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
19,2026-07-21T10:40:31.006908102+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2793472,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
20,2026-07-21T10:40:33.013951689+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
21,2026-07-21T10:40:35.022068546+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
22,2026-07-21T10:40:37.028998846+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
23,2026-07-21T10:40:39.036392546+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
24,2026-07-21T10:40:41.044649154+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
25,2026-07-21T10:40:43.053664495+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
26,2026-07-21T10:40:45.063492611+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
27,2026-07-21T10:40:47.074504007+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
28,2026-07-21T10:40:49.083161591+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
29,2026-07-21T10:40:51.090582291+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
30,2026-07-21T10:40:53.098926328+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
31,2026-07-21T10:40:55.104402811+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
32,2026-07-21T10:40:57.112701041+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
33,2026-07-21T10:40:59.119121666+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
34,2026-07-21T10:41:01.129587905+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
35,2026-07-21T10:41:03.134114393+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
36,2026-07-21T10:41:05.142449879+03:00,1654037,634654717,stimulus,true,0,0,0,0,0,0,2785280,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
